enzyme_id,enzyme_name,enzyme_score,score_std,supporting_metabolites,reactions,pathways,evidence_counts,selection_frequency
ec:1.1.1.255,mannitol dehydrogenase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R07135,path:map02010; path:map04625; path:map02060,1,6
ec:3.2.1.209,"endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase",4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R06722,path:map02010; path:map04625; path:map02060,1,6
ec:2.7.1.61,acyl-phosphate---hexose phosphotransferase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R08405,path:map02010; path:map04625; path:map02060,1,6
ec:1.1.3.40,D-mannitol oxidase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R05698,path:map02010; path:map04625; path:map02060,1,6
ec:3.1.4.49,dolichylphosphate-mannose phosphodiesterase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01328,path:map02010; path:map04625; path:map02060,1,6
ec:5.3.1.7,mannose isomerase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R00877,path:map02010; path:map04625; path:map02060,1,6
ec:3.2.1.137,"mannan exo-1,2-1,6-alpha-mannosidase",4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01331; rn:R06150; rn:R05816,path:map02010; path:map04625; path:map02060,1,6
ec:3.2.1.25,beta-mannosidase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01332; rn:R06207; rn:R08613,path:map02010; path:map04625; path:map02060,1,6
ec:2.7.1.7,mannokinase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01326,path:map02010; path:map04625; path:map02060,1,6
ec:3.2.1.77,"mannan 1,2-(1,3)-alpha-mannosidase",4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01331; rn:R06151; rn:R06150,path:map02010; path:map04625; path:map02060,1,6
ec:3.2.1.78,"mannan endo-1,4-beta-mannosidase",4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R01332,path:map02010; path:map04625; path:map02060,1,6
ec:2.7.1.191,protein-Npi-phosphohistidine---D-mannose phosphotransferase,4.736762395568913e-06,3.0423564807135774e-06,mannose,rn:R02630,path:map02010; path:map04625; path:map02060,1,6
ec:3.5.4.21,creatinine deaminase,4.672079064014399e-06,3.1336197698870065e-06,creatinine,rn:R02922,path:map01100; path:map00330,1,6
ec:1.1.1.95,phosphoglycerate dehydrogenase,4.666193246629482e-06,3.1351638255218536e-06,2-hydroxyglutarate,rn:R08198,path:map01100; path:map00650; path:map00660,1,6
ec:2.3.3.11,2-hydroxyglutarate synthase,4.666193246629482e-06,3.1351638255218536e-06,2-hydroxyglutarate,rn:R00932,path:map01100; path:map00650; path:map00660,1,6
ec:2.8.3.12,glutaconate CoA-transferase,4.666193246629482e-06,3.1351638255218536e-06,2-hydroxyglutarate,rn:R04000,path:map01100; path:map00650; path:map00660,1,6
ec:3.1.2.5,hydroxymethylglutaryl-CoA hydrolase,4.600884625760171e-06,2.719019026468952e-06,3-hydroxy-3-methylglutarate,rn:R02083,,1,6
ec:2.8.3.13,succinate---hydroxymethylglutarate CoA-transferase,4.600884625760171e-06,2.719019026468952e-06,3-hydroxy-3-methylglutarate,rn:R02084,,1,6
ec:4.1.1.83,4-hydroxyphenylacetate decarboxylase,4.595548243395368e-06,2.9564492663268e-06,4-hydroxyphenylacetate,rn:R07312,path:map00360; path:map01120; path:map01220,1,6
ec:1.14.13.18,4-hydroxyphenylacetate 1-monooxygenase,4.595548243395368e-06,2.9564492663268e-06,4-hydroxyphenylacetate,rn:R02514; rn:R02516,path:map00360; path:map01120; path:map01220,1,6
ec:1.14.14.9,4-hydroxyphenylacetate 3-monooxygenase,4.595548243395368e-06,2.9564492663268e-06,4-hydroxyphenylacetate,rn:R02698,path:map00360; path:map01120; path:map01220,1,6
ec:1.2.1.53,4-hydroxyphenylacetaldehyde dehydrogenase,4.595548243395368e-06,2.9564492663268e-06,4-hydroxyphenylacetate,R02695: 4-Hydroxyphenylacetaldehyde + NAD+ + H2O <=> 4-Hydroxyphenylacetate + NADH + H+,path:map00360; path:map01120; path:map01220,1,6
ec:3.3.2.2,lysoplasmalogenase,4.55255910902477e-06,2.840087190685721e-06,glycerophosphoethanolamine,rn:R03415,path:map00565; path:map00564; path:map01100,1,6
ec:3.1.1.5,lysophospholipase,4.55255910902477e-06,2.840087190685721e-06,glycerophosphoethanolamine,rn:R03416; rn:R03417,path:map00565; path:map00564; path:map01100,1,6
ec:1.2.1.95,L-2-aminoadipate reductase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R11679; rn:R03098,path:map01230; path:map01120; path:map01100,1,6
ec:6.3.2.26,N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R04870,path:map01230; path:map01120; path:map01100,1,6
ec:6.3.2.43,[amino-group carrier protein]---L-2-aminoadipate ligase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R09775,path:map01230; path:map01120; path:map01100,1,6
ec:2.6.1.39,2-aminoadipate transaminase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R01939,path:map01230; path:map01120; path:map01100,1,6
ec:1.2.1.31,L-aminoadipate-semialdehyde dehydrogenase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R11232; rn:R11231; rn:R03103,path:map01230; path:map01120; path:map01100,1,6
ec:2.3.1.164,isopenicillin-N N-acyltransferase,4.531401382617478e-06,2.580626576299234e-06,2-aminoadipate,rn:R04868; rn:R06361,path:map01230; path:map01120; path:map01100,1,6
ec:6.3.2.42,N-acetylaspartylglutamylglutamate synthase,4.530819072062764e-06,2.851361351941049e-06,gamma-glutamylglutamate,rn:R10693; rn:R10679,path:map01100; path:map00250,1,6
ec:3.4.17.21,glutamate carboxypeptidase II,4.530819072062764e-06,2.851361351941049e-06,gamma-glutamylglutamate,rn:R10688,path:map01100; path:map00250,1,6
ec:2.1.2.7,D-alanine 2-hydroxymethyltransferase,4.523917076738728e-06,2.9886260387379807e-06,2-methylserine,rn:R01225,,1,6
ec:2.4.1.121,indole-3-acetate beta-glucosyltransferase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R03094,path:map01100; path:map00380; path:map01070,1,6
ec:2.1.1.278,indole-3-acetate O-methyltransferase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R10452,path:map01100; path:map00380; path:map01070,1,6
ec:3.5.1.134,(indol-3-yl)acetyl-L-aspartate hydrolase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R12513,path:map01100; path:map00380; path:map01070,1,6
ec:6.2.1.75,indoleacetate---CoA ligase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R12968,path:map01100; path:map00380; path:map01070,1,6
ec:1.14.13.235,indole-3-acetate monooxygenase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R11730,path:map01100; path:map00380; path:map01070,1,6
ec:4.1.1.115,indoleacetate decarboxylase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R12303,path:map01100; path:map00380; path:map01070,1,6
ec:1.14.13.168,indole-3-pyruvate monooxygenase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R10181,path:map01100; path:map00380; path:map01070,1,6
ec:1.2.3.7,indole-3-acetaldehyde oxidase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R02681,path:map01100; path:map00380; path:map01070,1,6
ec:6.3.2.20,indoleacetate---lysine synthetase,4.523527473043743e-06,2.8329379255025453e-06,indoleacetate,rn:R03095,path:map01100; path:map00380; path:map01070,1,6
ec:3.5.2.2,dihydropyrimidinase,4.518338004608522e-06,2.7633199296916342e-06,3-ureidopropionate,rn:R02269,path:map00240; path:map01100; path:map00410,1,6
ec:2.3.3.16,citrate synthase (unknown stereospecificity),4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00351,path:map00630; path:map01200; path:map01070,1,6
ec:6.3.2.38,N2-citryl-N6-acetyl-N6-hydroxylysine synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R10090,path:map00630; path:map01200; path:map01070,1,6
ec:6.2.1.18,citrate---CoA ligase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R01322,path:map00630; path:map01200; path:map01070,1,6
ec:6.3.2.54,"L-2,3-diaminopropanoate---citrate ligase",4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R12308,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.3.1,citrate (Si)-synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00351,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.3.5,2-methylcitrate synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00351,path:map00630; path:map01200; path:map01070,1,6
ec:2.8.3.10,citrate CoA-transferase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R01323,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.3.8,ATP citrate synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00352,path:map00630; path:map01200; path:map01070,1,6
ec:6.3.2.58,D-ornithine---citrate ligase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R12353,path:map00630; path:map01200; path:map01070,1,6
ec:6.3.2.57,staphyloferrin A synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R12354,path:map00630; path:map01200; path:map01070,1,6
ec:4.1.3.6,citrate (pro-3S)-lyase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00362,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.3.3,citrate (Re)-synthase,4.515837949315591e-06,2.960773099293672e-06,citrate,rn:R00351,path:map00630; path:map01200; path:map01070,1,6
ec:1.14.99.57,heme oxygenase (mycobilin-producing),4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R11741; rn:R11742,path:map02010; path:map00860; path:map01240,1,6
ec:1.3.98.5,hydrogen peroxide-dependent heme synthase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R11522; rn:R12455,path:map02010; path:map00860; path:map01240,1,6
ec:2.1.1.342,anaerobilin synthase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R11700,path:map02010; path:map00860; path:map01240,1,6
ec:4.98.1.1,protoporphyrin ferrochelatase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R00310,path:map02010; path:map00860; path:map01240,1,6
ec:1.14.99.58,heme oxygenase (biliverdin-IX-beta and delta-forming),4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R11817; rn:R11816,path:map02010; path:map00860; path:map01240,1,6
ec:1.14.99.48,heme oxygenase (staphylobilin-producing),4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R10468; rn:R10510,path:map02010; path:map00860; path:map01240,1,6
ec:1.3.98.6,AdoMet-dependent heme synthase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R12002,path:map02010; path:map00860; path:map01240,1,6
ec:2.5.1.141,heme o synthase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R07411,path:map02010; path:map00860; path:map01240,1,6
ec:4.4.1.17,holocytochrome-c synthase,4.489343328000299e-06,2.8840034495766515e-06,heme,rn:R02480,path:map02010; path:map00860; path:map01240,1,6
ec:5.1.1.10,amino-acid racemase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00589,path:map02010; path:map00630; path:map01200,1,6
ec:2.3.1.30,serine O-acetyltransferase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00586,path:map02010; path:map00630; path:map01200,1,6
ec:2.7.8.4,serine-phosphoethanolamine synthase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R02563,path:map02010; path:map00630; path:map01200,1,6
ec:4.2.1.50,pyrazolylalanine synthase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R02378,path:map02010; path:map00630; path:map01200,1,6
ec:2.7.8.8,CDP-diacylglycerol---serine O-phosphatidyltransferase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R01800,path:map02010; path:map00630; path:map01200,1,6
ec:2.7.1.80,diphosphate---serine phosphotransferase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00584,path:map02010; path:map00630; path:map01200,1,6
ec:2.1.2.1,glycine hydroxymethyltransferase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00945,path:map02010; path:map00630; path:map01200,1,6
ec:5.1.1.18,serine racemase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00589,path:map02010; path:map00630; path:map01200,1,6
ec:2.3.1.50,serine C-palmitoyltransferase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R01281,path:map02010; path:map00630; path:map01200,1,6
ec:4.3.1.17,L-serine ammonia-lyase,4.465522619337517e-06,2.891735346896828e-06,serine,R00220: L-Serine <=> Pyruvate + Ammonia; rn:R00590,path:map02010; path:map00630; path:map01200,1,6
ec:2.6.1.51,serine---pyruvate transaminase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00585,path:map02010; path:map00630; path:map01200,1,6
ec:3.1.3.3,phosphoserine phosphatase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00582,path:map02010; path:map00630; path:map01200,1,6
ec:1.4.1.7,serine 2-dehydrogenase,4.465522619337517e-06,2.891735346896828e-06,serine,rn:R00581,path:map02010; path:map00630; path:map01200,1,6
ec:3.13.2.4,lanthipeptide synthase,4.450737835485074e-06,2.5353356884736e-06,lanthionine,rn:R13367; rn:R13365,,1,6
ec:1.14.13.39,nitric-oxide synthase (NADPH),4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R00557; rn:R00111,path:map01100; path:map01110; path:map00220,1,6
ec:3.5.3.6,arginine deiminase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R00552,path:map01100; path:map01110; path:map00220,1,6
ec:3.5.3.18,dimethylargininase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R02513,path:map01100; path:map01110; path:map00220,1,6
ec:2.1.3.3,ornithine carbamoyltransferase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R01398,path:map01100; path:map01110; path:map00220,1,6
ec:6.3.4.5,argininosuccinate synthase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R01954,path:map01100; path:map01110; path:map00220,1,6
ec:1.14.14.47,nitric-oxide synthase (flavodoxin),4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R11711; rn:R11713,path:map01100; path:map01110; path:map00220,1,6
ec:3.5.1.20,citrullinase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R00665,path:map01100; path:map01110; path:map00220,1,6
ec:3.5.1.16,acetylornithine deacetylase,4.403690834928917e-06,2.6116921652722764e-06,citrulline,rn:R09107,path:map01100; path:map01110; path:map00220,1,6
ec:1.1.5.4,malate dehydrogenase (quinone),4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00361; rn:R00360; rn:R01257,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.1.92,sinapoylglucose---malate O-sinapoyltransferase,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R03323,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.1.37,"(S)-malate dehydrogenase (NAD+, oxaloacetate-forming)",4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00342,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.1.40,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+),4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00216,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.1.299,malate dehydrogenase [NAD(P)+],4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00342; rn:R00343,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.99.7,lactate---malate transhydrogenase,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R01447,path:map00630; path:map01200; path:map01070,1,6
ec:3.1.2.30,(3S)-malyl-CoA thioesterase,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R10612,path:map00630; path:map01200; path:map01070,1,6
ec:6.2.1.9,malate---CoA ligase,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R01256,path:map00630; path:map01200; path:map01070,1,6
ec:4.1.1.101,malolactic enzyme,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R11074,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.3.9,malate synthase,4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00472,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.1.82,malate dehydrogenase (NADP+),4.399554883032622e-06,2.370651343751912e-06,malate,rn:R00343,path:map00630; path:map01200; path:map01070,1,6
ec:2.7.1.33,pantothenate kinase,4.386039531139935e-06,2.5859152365061e-06,pantothenate,rn:R03018,path:map00770; path:map01240; path:map04977,1,6
ec:3.5.1.92,pantetheine hydrolase,4.386039531139935e-06,2.5859152365061e-06,pantothenate,rn:R02973,path:map00770; path:map01240; path:map04977,1,6
ec:1.14.11.39,L-asparagine hydroxylase,4.380680421703879e-06,2.4583246008230955e-06,hydroxyasparagine**,rn:R10446,,1,6
ec:4.2.99.12,carboxymethyloxysuccinate lyase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R01336,path:map00360; path:map01200; path:map00650,1,6
ec:3.7.1.5,acylpyruvate hydrolase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R01085,path:map00360; path:map01200; path:map00650,1,6
ec:4.3.2.2,adenylosuccinate lyase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R12851; rn:R01083; rn:R04559,path:map00360; path:map01200; path:map00650,1,6
ec:1.3.4.1,fumarate reductase (CoM/CoB),4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R10660,path:map00360; path:map01200; path:map00650,1,6
ec:3.7.1.20,3-fumarylpyruvate hydrolase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R01085,path:map00360; path:map01200; path:map00650,1,6
ec:6.3.2.46,"fumarate---(S)-2,3-diaminopropanoate ligase",4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R10940,path:map00360; path:map01200; path:map00650,1,6
ec:1.3.5.1,succinate dehydrogenase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R02164,path:map00360; path:map01200; path:map00650,1,6
ec:3.7.1.14,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase",4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R06789,path:map00360; path:map01200; path:map00650,1,6
ec:4.3.2.1,argininosuccinate lyase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R01086,path:map00360; path:map01200; path:map00650,1,6
ec:4.1.99.11,benzylsuccinate synthase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R05598,path:map00360; path:map01200; path:map00650,1,6
ec:4.3.1.1,aspartate ammonia-lyase,4.374168656686501e-06,2.479830787072882e-06,fumarate,rn:R00490,path:map00360; path:map01200; path:map00650,1,6
ec:4.2.1.172,trans-4-hydroxy-L-proline dehydratase,4.346014532668002e-06,2.878383934550435e-06,S-1-pyrroline-5-carboxylate,rn:R11819,path:map01230; path:map00330; path:map00332,1,6
ec:1.5.5.2,proline dehydrogenase,4.346014532668002e-06,2.878383934550435e-06,S-1-pyrroline-5-carboxylate,rn:R01253,path:map01230; path:map00330; path:map00332,1,6
ec:1.5.1.2,pyrroline-5-carboxylate reductase,4.346014532668002e-06,2.878383934550435e-06,S-1-pyrroline-5-carboxylate,rn:R01248; rn:R01251,path:map01230; path:map00330; path:map00332,1,6
ec:1.1.1.159,7alpha-hydroxysteroid dehydrogenase,4.321370383802364e-06,2.575218121483473e-06,cholate,rn:R02792,path:map01100; path:map00121; path:map04976,1,6
ec:1.1.1.176,12alpha-hydroxysteroid dehydrogenase,4.321370383802364e-06,2.575218121483473e-06,cholate,rn:R02793,path:map01100; path:map00121; path:map04976,1,6
ec:2.3.1.91,sinapoylglucose---choline O-sinapoyltransferase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R03075,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.1.7,acetylcholinesterase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01026,path:map00670; path:map02010; path:map04981,1,6
ec:1.1.99.1,choline dehydrogenase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01025,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.4.41,sphingomyelin phosphodiesterase D,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R02542,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.6.6,choline-sulfatase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01028,path:map00670; path:map02010; path:map04981,1,6
ec:1.14.15.7,choline monooxygenase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R05739; rn:R07409,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.1.8,cholinesterase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01029; rn:R01026,path:map00670; path:map02010; path:map04981,1,6
ec:2.8.2.6,choline sulfotransferase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01027,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.1.49,sinapine esterase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R02381,path:map00670; path:map02010; path:map04981,1,6
ec:2.7.8.24,phosphatidylcholine synthase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R05794,path:map00670; path:map02010; path:map04981,1,6
ec:2.3.1.6,choline O-acetyltransferase,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01023,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.4.4,phospholipase D,4.302916447439808e-06,2.6401634494927326e-06,choline,rn:R01310,path:map00670; path:map02010; path:map04981,1,6
ec:4.2.1.11,phosphopyruvate hydratase,4.29567605794609e-06,2.3836103579328824e-06,erythronate*,rn:R04206,,1,6
ec:1.14.16.1,phenylalanine 4-monooxygenase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R01795,path:map00997; path:map00999; path:map00360,1,6
ec:1.14.18.1,tyrosinase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R02078; rn:R00731; rn:R00031,path:map00997; path:map00999; path:map00360,1,6
ec:6.3.2.24,tyrosine---arginine ligase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00735,path:map00997; path:map00999; path:map00360,1,6
ec:6.1.1.1,tyrosine---tRNA ligase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R02918,path:map00997; path:map00999; path:map00360,1,6
ec:4.3.1.25,phenylalanine/tyrosine ammonia-lyase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00737,path:map00997; path:map00999; path:map00360,1,6
ec:5.4.3.6,"tyrosine 2,3-aminomutase",4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00739,path:map00997; path:map00999; path:map00360,1,6
ec:1.14.14.36,tyrosine N-monooxygenase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00730,path:map00997; path:map00999; path:map00360,1,6
ec:1.3.1.43,arogenate dehydrogenase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00732,path:map00997; path:map00999; path:map00360,1,6
ec:1.14.16.2,tyrosine 3-monooxygenase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R01815,path:map00997; path:map00999; path:map00360,1,6
ec:4.1.99.2,tyrosine phenol-lyase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00728,path:map00997; path:map00999; path:map00360,1,6
ec:1.10.3.1,catechol oxidase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R02078; rn:R00031,path:map00997; path:map00999; path:map00360,1,6
ec:4.1.1.25,tyrosine decarboxylase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,R00736: L-Tyrosine <=> Tyramine + CO2,path:map00997; path:map00999; path:map00360,1,6
ec:1.3.1.78,arogenate dehydrogenase (NADP+),4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00733,path:map00997; path:map00999; path:map00360,1,6
ec:6.3.2.25,tubulin---tyrosine ligase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R04730,path:map00997; path:map00999; path:map00360,1,6
ec:4.3.1.23,tyrosine ammonia-lyase,4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00737,path:map00997; path:map00999; path:map00360,1,6
ec:1.3.1.79,arogenate dehydrogenase [NAD(P)+],4.260621601105736e-06,2.4678738016602044e-06,tyrosine,rn:R00733; rn:R00732,path:map00997; path:map00999; path:map00360,1,6
ec:4.2.1.176,L-lyxonate dehydratase,4.210879890278298e-06,2.345107203369985e-06,lyxonate,rn:R12761,path:map01100; path:map00053; path:map00040,1,6
ec:3.2.1.56,glucuronosyl-disulfoglucosamine glucuronidase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R06143; rn:R04512,path:map00040; path:map01240; path:map01100,1,6
ec:3.1.1.19,uronolactonase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R01484; rn:R01483,path:map00040; path:map01240; path:map01100,1,6
ec:3.2.1.139,alpha-glucuronidase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R01480,path:map00040; path:map01240; path:map01100,1,6
ec:1.1.1.203,uronate dehydrogenase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R10842,path:map00040; path:map01240; path:map01100,1,6
ec:2.7.1.43,glucuronokinase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R01476,path:map00040; path:map01240; path:map01100,1,6
ec:3.2.1.31,beta-glucuronidase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R08260; rn:R07818; rn:R10830,path:map00040; path:map01240; path:map01100,1,6
ec:5.3.1.12,glucuronate isomerase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R01482,path:map00040; path:map01240; path:map01100,1,6
ec:3.2.1.167,baicalin-beta-D-glucuronidase,4.202666292401871e-06,2.1648305083830123e-06,glucuronate,rn:R09533,path:map00040; path:map01240; path:map01100,1,6
ec:3.1.2.17,(S)-methylmalonyl-CoA hydrolase,4.161606467682098e-06,2.4292014119371366e-06,ethylmalonate,rn:R02764,path:map00240; path:map00640; path:map00280,1,6
ec:2.3.1.79,maltose O-acetyltransferase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R01556,path:map02010; path:map04973; path:map02060,1,6
ec:2.7.1.208,protein-Npi-phosphohistidine---maltose phosphotransferase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R04111,path:map02010; path:map04973; path:map02060,1,6
ec:3.1.3.90,maltose 6'-phosphate phosphatase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R10486,path:map02010; path:map04973; path:map02060,1,6
ec:5.4.99.16,maltose alpha-D-glucosyltransferase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R01557,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.139,maltose synthase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R00957,path:map02010; path:map04973; path:map02060,1,6
ec:2.7.1.175,maltokinase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R09945,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.25,4-alpha-glucanotransferase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R05196,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.8,maltose phosphorylase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R01555,path:map02010; path:map04973; path:map02060,1,6
ec:3.2.1.2,beta-amylase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R02112; rn:R11262,path:map02010; path:map04973; path:map02060,1,6
