enzyme_id,enzyme_name,enzyme_score,score_std,supporting_metabolites,reactions,pathways,evidence_counts,selection_frequency
ec:3.5.1.111,2-oxoglutaramate amidase,9.065301318175244e-06,5.597647449372978e-06,alpha-ketoglutarate; alpha-ketoglutaramate*,rn:R00269,path:map00997; path:map00630; path:map00040,2,6
ec:3.5.1.31,formylmethionine deformylase,8.973806530530586e-06,5.626706815044149e-06,N-formylmethionine; methionine,rn:R00653,path:map00999; path:map04981; path:map00470,2,6
ec:1.14.11.10,pyrimidine-deoxynucleoside 1'-dioxygenase,8.92528957786699e-06,5.998688102255207e-06,2'-deoxyuridine; uracil,rn:R02486,path:map00770; path:map02010; path:map00240,2,6
ec:2.6.1.55,taurine---2-oxoglutarate transaminase,8.83006974932751e-06,5.661712081006151e-06,beta-alanine; taurine,rn:R01684; rn:R00908,path:map00770; path:map02010; path:map01240,2,6
ec:2.4.1.99,sucrose:sucrose fructosyltransferase,8.787109861282434e-06,5.155208478063245e-06,sucrose; glucose,rn:R00015,path:map02010; path:map00074; path:map00521,2,6
ec:1.14.14.139,"5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase",8.776543048657946e-06,5.295901354122554e-06,chenodeoxycholate; cholate,rn:R12550,path:map01100; path:map00121; path:map04976,2,6
ec:3.1.2.27,choloyl-CoA hydrolase,8.776543048657946e-06,5.295901354122554e-06,chenodeoxycholate; cholate,rn:R03974; rn:R07296,path:map01100; path:map00121; path:map04976,2,6
ec:6.2.1.7,cholate---CoA ligase,8.776543048657946e-06,5.295901354122554e-06,chenodeoxycholate; cholate,rn:R08743; rn:R02794,path:map01100; path:map00121; path:map04976,2,6
ec:3.4.13.18,cytosol nonspecific dipeptidase,8.776356559747724e-06,5.239896702688331e-06,imidazole propionate; beta-alanine,R01166: Carnosine + H2O <=> beta-Alanine + L-Histidine; R01992: Homocarnosine + H2O <=> 4-Aminobutanoate + L-Histidine,path:map02010; path:map00470; path:map00640,2,6
ec:4.2.1.2,fumarate hydratase,8.773723539719123e-06,4.840578584437585e-06,malate; fumarate,rn:R01082,path:map00360; path:map00630; path:map01200,2,6
ec:2.7.1.1,hexokinase,8.746910111267405e-06,5.2244957068160985e-06,glucose; mannose,rn:R01327; rn:R00299; rn:R01330,path:map02010; path:map00074; path:map00521,2,6
ec:2.4.2.29,tRNA-guanosine34 preQ1 transglycosylase,8.562378851598264e-06,5.672261406679323e-06,guanine,rn:R10209,path:map01100; path:map00230; path:map01232,1,6
ec:2.4.2.64,tRNA-guanosine34 queuine transglycosylase,8.562378851598264e-06,5.672261406679323e-06,guanine,rn:R03789,path:map01100; path:map00230; path:map01232,1,6
ec:2.8.3.22,succinyl-CoA---L-malate CoA-transferase,8.513638487676041e-06,4.468212498691979e-06,malate; succinate,rn:R00406,path:map00360; path:map00630; path:map01200,2,6
ec:1.3.1.6,fumarate reductase (NADH),8.48825226132992e-06,4.5990269639722354e-06,fumarate; succinate,rn:R00402,path:map00360; path:map01200; path:map00630,2,6
ec:1.1.1.172,2-oxoadipate reductase,8.472814936667127e-06,4.8934010791865495e-06,3-hydroxyadipate; 2-hydroxyadipate,rn:R01932,,2,6
ec:3.1.3.74,pyridoxal phosphatase,8.450798606131193e-06,4.884891882922986e-06,pyridoxal; phosphate,rn:R00173,path:map02010; path:map02020; path:map02024,2,6
ec:3.1.4.44,glycerophosphoinositol glycerophosphodiesterase,8.425497002387531e-06,5.080974175459494e-06,myo-inositol; glycerol 3-phosphate,rn:R01193,path:map02010; path:map01120; path:map05231,2,6
ec:2.3.1.226,carboxymethylproline synthase,8.402822278264972e-06,5.306592223812349e-06,S-1-pyrroline-5-carboxylate; N-methylproline,rn:R10485,path:map01230; path:map00330; path:map00332,2,6
ec:2.6.1.7,kynurenine---oxoglutarate transaminase,8.312450580579244e-06,4.705937768573546e-06,kynurenate; xanthurenate,rn:R03445; rn:R03954; rn:R12688,path:map01100; path:map00380,2,6
ec:2.6.1.63,kynurenine---glyoxylate transaminase,8.312450580579244e-06,4.705937768573546e-06,kynurenate; xanthurenate,rn:R03445; rn:R03954; rn:R12692,path:map01100; path:map00380,2,6
ec:3.5.2.1,barbiturase,8.299672962365553e-06,4.589444193757305e-06,ethylmalonate; urea,rn:R03870,path:map02010; path:map00330; path:map01120,2,6
ec:1.5.3.10,dimethylglycine oxidase,8.282607784443418e-06,4.645451783878543e-06,dimethylglycine; sarcosine,rn:R01564,path:map00670; path:map04981; path:map00330,2,6
ec:1.5.7.3,"N,N-dimethylglycine/sarcosine dehydrogenase (ferredoxin)",8.282607784443418e-06,4.645451783878543e-06,dimethylglycine; sarcosine,rn:R13028; rn:R13029,path:map00670; path:map04981; path:map00330,2,6
ec:1.5.8.4,dimethylglycine dehydrogenase,8.282607784443418e-06,4.645451783878543e-06,dimethylglycine; sarcosine,rn:R01565,path:map00670; path:map04981; path:map00330,2,6
ec:3.1.3.99,IMP-specific 5'-nucleotidase,8.236270266454221e-06,5.12401376137451e-06,inosine,R01126: IMP + H2O <=> Inosine + Orthophosphate,path:map01100; path:map00230; path:map01232,1,6
ec:1.1.3.28,nucleoside oxidase,8.236270266454221e-06,5.12401376137451e-06,inosine,rn:R00055; rn:R05821,path:map01100; path:map00230; path:map01232,1,6
ec:3.13.1.9,S-inosyl-L-homocysteine hydrolase,8.236270266454221e-06,5.12401376137451e-06,inosine,rn:R12588,path:map01100; path:map00230; path:map01232,1,6
ec:3.5.1.6,beta-ureidopropionase,8.099769745297948e-06,4.803210741550495e-06,3-ureidopropionate; beta-alanine,rn:R00905,path:map00770; path:map01240; path:map04080,2,6
ec:3.5.3.14,amidinoaspartase,8.086934250113227e-06,4.450158483786243e-06,guanidinosuccinate; urea,rn:R00777,path:map02010; path:map00330; path:map01120,2,6
ec:2.4.1.82,galactinol---sucrose galactosyltransferase,8.054450910498572e-06,4.342993095829703e-06,sucrose; myo-inositol,rn:R06071; rn:R02411,path:map02010; path:map04973; path:map01120,2,6
ec:3.1.1.93,mycophenolic acid acyl-glucuronide esterase,7.848128263910925e-06,4.059954678009655e-06,glucuronate; phenol glucuronide,rn:R10134,path:map00040; path:map01240; path:map01100,2,6
ec:1.1.1.41,isocitrate dehydrogenase (NAD+),7.836035049152629e-06,5.401777124877589e-06,isocitrate,rn:R00709,path:map00630; path:map01200; path:map01070,1,6
ec:1.1.1.286,isocitrate---homoisocitrate dehydrogenase,7.836035049152629e-06,5.401777124877589e-06,isocitrate,rn:R00709,path:map00630; path:map01200; path:map01070,1,6
ec:2.3.1.126,isocitrate O-dihydroxycinnamoyltransferase,7.836035049152629e-06,5.401777124877589e-06,isocitrate,rn:R01946,path:map00630; path:map01200; path:map01070,1,6
ec:3.5.3.17,guanidinopropionase,7.71949823537288e-06,4.211685462726062e-06,urea; beta-alanine,rn:R00913,path:map00770; path:map02010; path:map00330,2,6
ec:1.3.5.2,dihydroorotate dehydrogenase (quinone),7.684338503048594e-06,4.11530636315338e-06,orotate; dihydroorotate,rn:R01868,path:map00240; path:map01100; path:map01240,2,6
ec:1.3.1.15,dihydroorotate dehydrogenase (NADP+),7.684338503048594e-06,4.11530636315338e-06,orotate; dihydroorotate,rn:R01866,path:map00240; path:map01100; path:map01240,2,6
ec:1.3.1.14,dihydroorotate dehydrogenase (NAD+),7.684338503048594e-06,4.11530636315338e-06,orotate; dihydroorotate,rn:R01869,path:map00240; path:map01100; path:map01240,2,6
ec:2.4.2.10,orotate phosphoribosyltransferase,7.539800032855115e-06,4.018423902357072e-06,orotidine; orotate,rn:R01870,path:map00240; path:map01100; path:map01240,2,6
ec:1.13.99.1,inositol oxygenase,7.480155057316498e-06,3.6023589221705152e-06,myo-inositol; glucuronate,rn:R01184,path:map02010; path:map00040; path:map01120,2,6
ec:3.5.1.99,fatty acid amide hydrolase,7.4406325645876625e-06,2.7342524103602564e-06,oleamide,rn:R09537,,1,6
ec:1.1.1.19,glucuronate reductase,7.137190027430172e-06,3.507311694270796e-06,glucuronate; gulonate*,rn:R01481,path:map00040; path:map01240; path:map01100,2,6
ec:5.4.99.62,D-ribose pyranase,6.9901988109378045e-06,4.592379725995729e-06,ribose,rn:R08247,,1,6
ec:6.2.1.70,L-threonine---[L-threonyl-carrier protein] ligase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R12772; rn:R12774,path:map02010; path:map00860; path:map01230,1,6
ec:6.1.1.3,threonine---tRNA ligase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R03663,path:map02010; path:map00860; path:map01230,1,6
ec:4.2.3.1,threonine synthase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R01466,path:map02010; path:map00860; path:map01230,1,6
ec:2.2.1.8,fluorothreonine transaldolase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R07247,path:map02010; path:map00860; path:map01230,1,6
ec:1.1.1.103,L-threonine 3-dehydrogenase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R01465,path:map02010; path:map00860; path:map01230,1,6
ec:5.1.1.6,threonine racemase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R01467,path:map02010; path:map00860; path:map01230,1,6
ec:2.7.7.87,L-threonylcarbamoyladenylate synthase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R10463,path:map02010; path:map00860; path:map01230,1,6
ec:2.7.1.177,L-threonine kinase,6.959492315021879e-06,4.264305110990766e-06,threonine,rn:R06531,path:map02010; path:map00860; path:map01230,1,6
ec:2.7.1.114,AMP---thymidine kinase,6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R01571,path:map04923; path:map00670; path:map02010,1,6
ec:2.7.1.20,adenosine kinase,6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R00185,path:map04923; path:map00670; path:map02010,1,6
ec:3.13.2.3,(R)-S-adenosyl-L-methionine hydrolase (adenosine-forming),6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R12098,path:map04923; path:map00670; path:map02010,1,6
ec:1.1.3.39,nucleoside oxidase (H2O2-forming),6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R05695; rn:R05696,path:map04923; path:map00670; path:map02010,1,6
ec:3.13.2.1,adenosylhomocysteinase,6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R00192,path:map04923; path:map00670; path:map02010,1,6
ec:2.5.1.153,adenosine tuberculosinyltransferase,6.955281451000214e-06,4.815617584508011e-06,adenosine,rn:R12669,path:map04923; path:map00670; path:map02010,1,6
ec:4.1.1.42,carnitine decarboxylase,6.912929393772712e-06,4.587038675626077e-06,carnitine,rn:R02398,path:map01100; path:map00310; path:map02010,1,6
ec:1.1.1.108,carnitine 3-dehydrogenase,6.912929393772712e-06,4.587038675626077e-06,carnitine,rn:R02395,path:map01100; path:map00310; path:map02010,1,6
ec:1.14.11.1,gamma-butyrobetaine dioxygenase,6.912929393772712e-06,4.587038675626077e-06,carnitine,rn:R02397,path:map01100; path:map00310; path:map02010,1,6
ec:2.3.1.7,carnitine O-acetyltransferase,6.912929393772712e-06,4.587038675626077e-06,carnitine,rn:R02396,path:map01100; path:map00310; path:map02010,1,6
ec:4.4.1.2,homocysteine desulfhydrase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R01283,path:map01230; path:map00640; path:map00660,1,6
ec:1.2.7.1,pyruvate synthase (ferredoxin),6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R01199,path:map01230; path:map00640; path:map00660,1,6
ec:4.4.1.1,cystathionine gamma-lyase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R04930; rn:R01001; rn:R04770,path:map01230; path:map00640; path:map00660,1,6
ec:3.5.99.7,1-aminocyclopropane-1-carboxylate deaminase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R00997,path:map01230; path:map00640; path:map00660,1,6
ec:1.1.1.27,L-lactate dehydrogenase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R01000,path:map01230; path:map00640; path:map00660,1,6
ec:4.1.1.112,oxaloacetate decarboxylase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R00995,path:map01230; path:map00640; path:map00660,1,6
ec:2.3.3.6,2-ethylmalate synthase,6.909492443061025e-06,5.110466760593586e-06,alpha-ketobutyrate,rn:R00998,path:map01230; path:map00640; path:map00660,1,6
ec:1.2.3.8,pyridoxal oxidase,6.840725868841099e-06,3.505769838549311e-06,pyridoxal; pyridoxate,R01709: Pyridoxal + Oxygen + H2O <=> 4-Pyridoxate + Hydrogen peroxide,path:map01120; path:map01240; path:map04977,2,6
ec:6.3.4.8,imidazoleacetate---phosphoribosyldiphosphate ligase,6.795110731709065e-06,4.495642314291767e-06,4-imidazoleacetate,rn:R04068,path:map01100; path:map00340,1,6
ec:1.14.13.5,imidazoleacetate 4-monooxygenase,6.795110731709065e-06,4.495642314291767e-06,4-imidazoleacetate,rn:R04066,path:map01100; path:map00340,1,6
ec:4.2.3.2,ethanolamine-phosphate phospho-lyase,6.7850698129608604e-06,4.737796079425469e-06,phosphoethanolamine,rn:R00748,path:map00564; path:map01100; path:map04071,1,6
ec:3.1.4.62,phosphatidylethanolamine phospholipase C,6.7850698129608604e-06,4.737796079425469e-06,phosphoethanolamine,"R02052: Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate",path:map00564; path:map01100; path:map04071,1,6
ec:2.7.1.82,ethanolamine kinase,6.7850698129608604e-06,4.737796079425469e-06,phosphoethanolamine,rn:R01468,path:map00564; path:map01100; path:map04071,1,6
ec:2.7.7.14,ethanolamine-phosphate cytidylyltransferase,6.7850698129608604e-06,4.737796079425469e-06,phosphoethanolamine,rn:R02038,path:map00564; path:map01100; path:map04071,1,6
ec:1.1.1.381,3-hydroxy acid dehydrogenase,6.759303477989867e-06,3.5945091819224606e-06,allo-threonine,rn:R10852; rn:R10851,path:map00260; path:map01100,1,6
ec:4.1.2.49,L-allo-threonine aldolase,6.759303477989867e-06,3.5945091819224606e-06,allo-threonine,R06171: L-Allothreonine <=> Glycine + Acetaldehyde,path:map00260; path:map01100,1,6
ec:4.1.1.12,aspartate 4-decarboxylase,6.711831697263309e-06,4.192627965807621e-06,cysteine sulfinic acid,rn:R00863,path:map00270; path:map01100; path:map00430,1,6
ec:1.13.11.20,cysteine dioxygenase,6.711831697263309e-06,4.192627965807621e-06,cysteine sulfinic acid,rn:R00893,path:map00270; path:map01100; path:map00430,1,6
ec:3.1.1.25,"1,4-lactonase",6.699525386038102e-06,3.4379624840251973e-06,galactonate; gulonate*,rn:R03034; rn:R02933,path:map00040; path:map01120; path:map01240,2,6
ec:2.6.1.67,2-aminohexanoate transaminase,6.6279434098181634e-06,4.644446680900254e-06,4-methyl-2-oxopentanoate,R01090: L-Leucine + 2-Oxoglutarate <=> 4-Methyl-2-oxopentanoate + L-Glutamate,path:map01230; path:map00785; path:map00280,1,6
ec:2.3.1.328,branched-chain 2-oxoacid:malonyl-[acyl-carrier protein] acyltransferase,6.6279434098181634e-06,4.644446680900254e-06,4-methyl-2-oxopentanoate,rn:R13437,path:map01230; path:map00785; path:map00280,1,6
ec:1.14.13.128,7-methylxanthine demethylase,6.537791047176198e-06,4.742759144474255e-06,xanthine,rn:R07966; rn:R07965,path:map01120; path:map00230; path:map00232,1,6
ec:1.14.13.179,methylxanthine N3-demethylase,6.537791047176198e-06,4.742759144474255e-06,xanthine,rn:R07961; rn:R07939; rn:R07962,path:map01120; path:map00230; path:map00232,1,6
ec:1.14.13.178,methylxanthine N1-demethylase,6.537791047176198e-06,4.742759144474255e-06,xanthine,rn:R07956; rn:R07974; rn:R07955,path:map01120; path:map00230; path:map00232,1,6
ec:2.1.1.281,phenylpyruvate C3-methyltransferase,6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R10431,path:map00360; path:map01230; path:map00470,1,6
ec:4.2.1.51,prephenate dehydratase,6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R01373,path:map00360; path:map01230; path:map00470,1,6
ec:4.1.1.43,phenylpyruvate decarboxylase,6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R01377,path:map00360; path:map01230; path:map00470,1,6
ec:4.2.1.91,arogenate dehydratase,6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R01373,path:map00360; path:map01230; path:map00470,1,6
ec:1.4.5.1,D-amino acid dehydrogenase (quinone),6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R01374,path:map00360; path:map01230; path:map00470,1,6
ec:2.6.1.70,aspartate---phenylpyruvate transaminase,6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R00695,path:map00360; path:map01230; path:map00470,1,6
ec:1.97.1.15,2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate),6.516844643025795e-06,4.209394765040761e-06,phenylpyruvate,rn:R13439,path:map00360; path:map01230; path:map00470,1,6
ec:2.1.4.3,L-arginine:L-lysine amidinotransferase,6.369659039534775e-06,4.582743355978854e-06,homoarginine,rn:R12506,,1,6
ec:1.14.14.29,25/26-hydroxycholesterol 7alpha-hydroxylase,6.300844353630459e-06,3.8110748764470807e-06,3beta-hydroxy-5-cholestenoate,rn:R08727,path:map00120,1,6
ec:1.11.2.3,plant seed peroxygenase,6.273771950461428e-06,3.731997025544605e-06,2-hydroxyoleate,rn:R09463,path:map00073,1,6
ec:2.8.3.24,(R)-2-hydroxy-4-methylpentanoate CoA-transferase,6.155823287383198e-06,4.237855457305753e-06,alpha-hydroxyisocaproate,rn:R11462,,1,6
ec:2.1.1.123,[cytochrome-c]-methionine S-methyltransferase,6.072531077000249e-06,4.225563543222424e-06,S-methylmethionine,rn:R04717,,1,6
ec:1.14.13.172,salicylate 5-hydroxylase,6.043111272880642e-06,3.955196977755414e-06,gentisate,rn:R07709; rn:R07710,path:map00362; path:map01120; path:map00626,1,6
ec:1.13.11.4,"gentisate 1,2-dioxygenase",6.043111272880642e-06,3.955196977755414e-06,gentisate,rn:R02656,path:map00362; path:map01120; path:map00626,1,6
ec:1.14.13.24,3-hydroxybenzoate 6-monooxygenase,6.043111272880642e-06,3.955196977755414e-06,gentisate,rn:R02589,path:map00362; path:map01120; path:map00626,1,6
ec:4.1.1.62,gentisate decarboxylase,6.043111272880642e-06,3.955196977755414e-06,gentisate,rn:R02489,path:map00362; path:map01120; path:map00626,1,6
ec:6.2.1.30,phenylacetate---CoA ligase,6.000321394252608e-06,4.107753659601142e-06,phenylacetate,rn:R02539,path:map01100; path:map00360; path:map00643,1,6
ec:4.1.1.119,phenylacetate decarboxylase,6.000321394252608e-06,4.107753659601142e-06,phenylacetate,rn:R12504,path:map01100; path:map00360; path:map00643,1,6
ec:3.5.1.11,penicillin amidase,6.000321394252608e-06,4.107753659601142e-06,phenylacetate,rn:R04103,path:map01100; path:map00360; path:map00643,1,6
ec:3.2.2.9,adenosylhomocysteine nucleosidase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R12621; rn:R00194; rn:R01401,path:map00230; path:map01100; path:map00908,1,6
ec:2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R01402,path:map00230; path:map01100; path:map00908,1,6
ec:2.7.8.37,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R10185,path:map00230; path:map01100; path:map00908,1,6
ec:1.5.99.12,cytokinin dehydrogenase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R05708,path:map00230; path:map01100; path:map00908,1,6
ec:3.2.2.16,methylthioadenosine nucleosidase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R01401,path:map00230; path:map01100; path:map00908,1,6
ec:2.4.2.52,triphosphoribosyl-dephospho-CoA synthase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R09675,path:map00230; path:map01100; path:map00908,1,6
ec:2.4.2.7,adenine phosphoribosyltransferase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R00190,path:map00230; path:map01100; path:map00908,1,6
ec:3.2.2.4,AMP nucleosidase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R00182,path:map00230; path:map01100; path:map00908,1,6
ec:3.2.2.30,aminodeoxyfutalosine nucleosidase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R10668,path:map00230; path:map01100; path:map00908,1,6
ec:2.4.99.17,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,5.987328833023048e-06,4.085989725947639e-06,adenine,rn:R10220,path:map00230; path:map01100; path:map00908,1,6
ec:3.1.3.91,7-methylguanosine nucleotidase,5.985398645534296e-06,3.8070154464195393e-06,cytidine,R00511: CMP + H2O <=> Cytidine + Orthophosphate,path:map00240; path:map02010; path:map01232,1,6
ec:1.13.11.23,"2,3-dihydroxyindole 2,3-dioxygenase",5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00983,path:map00997; path:map00999; path:map00996,1,6
ec:4.1.1.24,aminobenzoate decarboxylase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00990,path:map00997; path:map00999; path:map00996,1,6
ec:3.7.1.13,"2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase",5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R05365,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.13.35,anthranilate 3-monooxygenase (deaminating),5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00980,path:map00997; path:map00999; path:map00996,1,6
ec:3.7.1.3,kynureninase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00987,path:map00997; path:map00999; path:map00996,1,6
ec:2.1.1.111,anthranilate N-methyltransferase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00984,path:map00997; path:map00999; path:map00996,1,6
ec:6.2.1.32,anthranilate---CoA ligase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00982,path:map00997; path:map00999; path:map00996,1,6
ec:3.5.1.9,arylformamidase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00988,path:map00997; path:map00999; path:map00996,1,6
ec:2.3.1.144,anthranilate N-benzoyltransferase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R02453,path:map00997; path:map00999; path:map00996,1,6
ec:2.3.1.113,anthranilate N-malonyltransferase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00989,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.12.1,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating)",5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00823; rn:R00825,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.14.8,anthranilate 3-monooxygenase (FAD),5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R09517,path:map00997; path:map00999; path:map00996,1,6
ec:2.4.2.18,anthranilate phosphoribosyltransferase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R01073,path:map00997; path:map00999; path:map00996,1,6
ec:4.1.3.27,anthranilate synthase,5.979633372580812e-06,4.0528038947435e-06,anthranilate,rn:R00985; rn:R00986,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.14.178,steroid 22S-hydroxylase,5.975497259504805e-06,4.114524242011303e-06,campesterol,rn:R07445,path:map00100; path:map01100; path:map01110,1,6
ec:4.3.2.9,gamma-glutamylcyclotransferase,5.9600299670625945e-06,3.7926818383029232e-06,5-oxoproline,rn:R02743; rn:R03749,path:map01100; path:map04382; path:map00480,1,6
ec:4.3.2.6,gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase,5.9600299670625945e-06,3.7926818383029232e-06,5-oxoproline,rn:R08910,path:map01100; path:map04382; path:map00480,1,6
ec:4.3.2.8,gamma-glutamylamine cyclotransferase,5.9600299670625945e-06,3.7926818383029232e-06,5-oxoproline,rn:R11862,path:map01100; path:map04382; path:map00480,1,6
ec:4.3.2.7,glutathione-specific gamma-glutamylcyclotransferase,5.9600299670625945e-06,3.7926818383029232e-06,5-oxoproline,rn:R11861,path:map01100; path:map04382; path:map00480,1,6
ec:1.13.12.3,tryptophan 2-monooxygenase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00679,path:map00997; path:map00999; path:map00996,1,6
ec:4.1.99.1,tryptophanase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00673,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.14.156,tryptophan N-monooxygenase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R08160,path:map00997; path:map00999; path:map00996,1,6
ec:3.5.1.57,tryptophanamidase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00682,path:map00997; path:map00999; path:map00996,1,6
ec:4.1.1.105,L-tryptophan decarboxylase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,R00685: L-Tryptophan <=> Tryptamine + CO2,path:map00997; path:map00999; path:map00996,1,6
ec:1.3.3.10,"tryptophan alpha,beta-oxidase",5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R05317,path:map00997; path:map00999; path:map00996,1,6
ec:2.6.1.27,tryptophan transaminase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00684,path:map00997; path:map00999; path:map00996,1,6
ec:1.13.11.11,"tryptophan 2,3-dioxygenase",5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00678,path:map00997; path:map00999; path:map00996,1,6
ec:1.4.1.19,tryptophan dehydrogenase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00676; rn:R00675,path:map00997; path:map00999; path:map00996,1,6
ec:1.14.16.4,tryptophan 5-monooxygenase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R07213; rn:R01814,path:map00997; path:map00999; path:map00996,1,6
ec:6.1.1.2,tryptophan---tRNA ligase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R03664,path:map00997; path:map00999; path:map00996,1,6
ec:2.5.1.34,4-dimethylallyltryptophan synthase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R01657,path:map00997; path:map00999; path:map00996,1,6
ec:1.13.99.3,tryptophan 2'-dioxygenase,5.959661232853277e-06,4.239593332895926e-06,tryptophan,rn:R00681,path:map00997; path:map00999; path:map00996,1,6
ec:3.1.4.12,sphingomyelin phosphodiesterase,5.907177229260543e-06,3.748418347071969e-06,choline phosphate,rn:R02541,path:map01100; path:map00552; path:map00564,1,6
ec:3.6.1.53,Mn2+-dependent ADP-ribose/CDP-alcohol diphosphatase,5.907177229260543e-06,3.748418347071969e-06,choline phosphate,rn:R09538,path:map01100; path:map00552; path:map00564,1,6
ec:2.7.7.15,choline-phosphate cytidylyltransferase,5.907177229260543e-06,3.748418347071969e-06,choline phosphate,rn:R01890,path:map01100; path:map00552; path:map00564,1,6
ec:4.2.1.9,dihydroxy-acid dehydratase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01209; rn:R04441,path:map00770; path:map01230; path:map01240,1,6
ec:1.4.1.8,valine dehydrogenase (NADP+),5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01212,path:map00770; path:map01230; path:map01240,1,6
ec:2.3.3.13,2-isopropylmalate synthase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01213,path:map00770; path:map01230; path:map01240,1,6
ec:1.4.1.23,valine dehydrogenase (NAD+),5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01434,path:map00770; path:map01230; path:map01240,1,6
