metabolite,median_high,median_low,log2_fc,wilcoxon_stat,p_value,q_value,significant_fdr
1-eicosenoyl-GPC (20:1)*,-0.00034419336589053273,-0.13173486292362213,-8.580202609722711,161.0,0.28138363382400566,0.9525911058693082,False
1-arachidonylglycerol (20:4),-2.0841252990067005e-07,0.12966547906398773,,99.0,0.28138363382400566,0.9525911058693082,False
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),-0.009969647973775864,0.01898438297212124,,99.0,0.28138363382400566,0.9525911058693082,False
1-linoleoyl-GPC (18:2),-0.07406887412071228,-0.02247900515794754,1.7202892239018872,99.0,0.28138363382400566,0.9525911058693082,False
2-hydroxybutyrate/2-hydroxyisobutyrate,-0.033993810415267944,0.26227501034736633,,99.0,0.28138363382400566,0.9525911058693082,False
2-myristoyl-GPC (14:0)*,-0.006299925968050957,0.2123100757598877,,99.0,0.28138363382400566,0.9525911058693082,False
2-palmitoleoyl-GPC (16:1)*,-3.4228432923555374e-05,0.23638281226158142,,99.0,0.28138363382400566,0.9525911058693082,False
phenylacetylcarnitine,-0.1306765377521515,0.23083354532718658,,99.0,0.28138363382400566,0.9525911058693082,False
propionylglycine,-0.44515275955200195,-0.20403823256492615,1.1254609907932183,103.0,0.28679777159042796,0.956185510640054,False
catechol glucuronide,-1.2306921482086182,-0.4201415777206421,1.5505224550154861,101.0,0.2873292708064342,0.956185510640054,False
cysteine-glutathione disulfide,-1.0853819847106934,-3.3005757331848145,-1.6045148338408428,159.0,0.2873292708064342,0.956185510640054,False
indolepropionate,-0.14691810309886932,0.07208570092916489,,99.5,0.28931513081715843,0.956185510640054,False
methylsuccinoylcarnitine,-0.1917186975479126,-0.8175756931304932,-2.092361261487913,159.5,0.29114539343391777,0.956185510640054,False
pelargonate (9:0),0.15853571891784668,0.18705663084983826,-0.2386671841765233,100.0,0.2974590842717342,0.956185510640054,False
docosahexaenoylcholine,-0.17781582474708557,0.0004683826118707657,,100.0,0.2974590842717342,0.956185510640054,False
N-palmitoyl-sphingadienine (d18:2/16:0)*,-0.01326546911150217,-0.03974587097764015,-1.5831293052276325,160.0,0.2974590842717342,0.956185510640054,False
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",0.05423182249069214,-0.08858668804168701,,160.0,0.2974590842717342,0.956185510640054,False
N-acetylmethionine,0.054929204285144806,0.21247264742851257,-1.9516318285870597,100.0,0.2974590842717342,0.956185510640054,False
butyrylcarnitine (C4),-0.07612258940935135,0.18206971883773804,,100.0,0.2974590842717342,0.956185510640054,False
1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,-0.00394301675260067,-0.12204061448574066,-4.951917734328615,160.0,0.2974590842717342,0.956185510640054,False
docosadioate (C22-DC),-0.03934917598962784,0.05702298879623413,,100.0,0.2974590842717342,0.956185510640054,False
3-methoxytyrosine,-0.0035270892549306154,0.06717293709516525,,100.0,0.2974590842717342,0.956185510640054,False
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",0.08964972198009491,0.2036844789981842,-1.183965034340666,100.0,0.2974590842717342,0.956185510640054,False
glucose,-0.055418066680431366,0.09895461052656174,,100.0,0.2974590842717342,0.956185510640054,False
1-linolenoylglycerol (18:3),-0.25088655948638916,-0.06439834833145142,1.9619395941762257,100.5,0.303094418747641,0.9712365179366231,False
1-behenoyl-GPC (22:0),-0.06401393562555313,-0.4539998769760132,-2.826233994079876,159.0,0.3071884573640019,0.9729654811095724,False
"bilirubin degradation product, C16H18N2O5 (4)**",-0.006009743083268404,-0.1351533681154251,-4.491150361002034,159.0,0.31351343589032155,0.9729654811095724,False
2-aminoheptanoate,-0.09027484804391861,0.17239174246788025,,101.0,0.3141058972247557,0.9729654811095724,False
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,0.04342425614595413,-0.0632675513625145,,159.0,0.31413703953390515,0.9729654811095724,False
1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,-0.01921711303293705,0.0435912050306797,,101.0,0.31413703953390515,0.9729654811095724,False
myristoyl dihydrosphingomyelin (d18:0/14:0)*,0.020885851234197617,0.12086193263530731,-2.532762061935062,101.0,0.31413703953390515,0.9729654811095724,False
S-methylcysteine sulfoxide,-0.040522269904613495,0.3082472085952759,,101.0,0.31413703953390515,0.9729654811095724,False
glycerophosphoethanolamine,-0.057675912976264954,0.04806508123874664,,101.0,0.31413703953390515,0.9729654811095724,False
prolylproline,0.01942041516304016,-0.6595263481140137,,159.0,0.31413703953390515,0.9729654811095724,False
sphinganine-1-phosphate,0.03834282606840134,-0.03888215869665146,,159.0,0.31413703953390515,0.9729654811095724,False
3-amino-2-piperidone,-1.6228295862674713e-07,0.09037252515554428,,101.0,0.31413703953390515,0.9729654811095724,False
1-(1-enyl-stearoyl)-GPC (P-18:0)*,-0.18107177317142487,-0.23641882836818695,-0.3847832706715233,158.5,0.3200723805172061,0.9729850399805074,False
gamma-glutamylalanine,-0.08872941136360168,0.1154295802116394,,102.0,0.3307953745031226,0.9729850399805074,False
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",-0.11285319924354553,0.034454960376024246,,102.0,0.33110715018803316,0.9729850399805074,False
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),0.03368661552667618,-0.08989614248275757,,158.0,0.33129401748030407,0.9729850399805074,False
2'-O-methyluridine,0.0027977132704108953,-0.10805198550224304,,158.0,0.33129401748030407,0.9729850399805074,False
3-hydroxyhexanoate,-0.04074825718998909,0.20309510827064514,,102.0,0.3314185132368468,0.9729850399805074,False
3-methyl-2-oxobutyrate,-0.15591652691364288,0.0917690247297287,,102.0,0.3314185132368468,0.9729850399805074,False
2-aminoadipate,-0.09276676177978516,0.05237415432929993,,102.0,0.3314185132368468,0.9729850399805074,False
caprylate (8:0),0.02587229199707508,0.14240682125091553,-2.4605384766077236,102.0,0.3314185132368468,0.9729850399805074,False
2'-deoxyuridine,-0.11534664779901505,0.15926159918308258,,102.0,0.3314185132368468,0.9729850399805074,False
cyclo(pro-val),-0.039008729159832,0.139837384223938,,102.0,0.3314185132368468,0.9729850399805074,False
undecanoate (11:0),0.1412598043680191,0.20138835906982422,-0.5116292891690236,102.0,0.3314185132368468,0.9729850399805074,False
1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,-0.035946331918239594,0.08815708011388779,,102.0,0.3314185132368468,0.9729850399805074,False
12-HETE,0.15880818665027618,-0.2193288803100586,,158.0,0.3314185132368468,0.9729850399805074,False
(14 or 15)-methylpalmitate (a17:0 or i17:0),0.045666735619306564,0.16286827623844147,-1.8344900475401487,102.0,0.3314185132368468,0.9729850399805074,False
glutamine conjugate of C6H10O2 (2)*,0.05729009956121445,0.3302311599254608,-2.527118504233523,102.0,0.3314185132368468,0.9729850399805074,False
glucuronide of C10H18O2 (8)*,-1.1180500984191895,-1.1180500984191895,0.0,149.0,0.3443627468056688,0.9729850399805074,False
myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,-0.4123005270957947,-0.24957337975502014,0.7242322456067865,103.0,0.34555089058373056,0.9729850399805074,False
phenylpyruvate,-0.10127583146095276,0.04794096574187279,,103.0,0.34555089058373056,0.9729850399805074,False
N6-carboxymethyllysine,-0.10859060287475586,0.14058402180671692,,103.0,0.34868194931276253,0.9729850399805074,False
cortolone glucuronide (1),-0.05665397644042969,0.22659817337989807,,103.0,0.3491789448492638,0.9729850399805074,False
fibrinopeptide A (5-16)*,0.05060753971338272,0.14068390429019928,-1.4750330322775627,103.0,0.34930302389973467,0.9729850399805074,False
"cis-3,4-methyleneheptanoylglycine",0.16006305813789368,-0.04382538050413132,,157.0,0.34930302389973467,0.9729850399805074,False
choline,-0.024295764043927193,0.09438082575798035,,103.0,0.34930302389973467,0.9729850399805074,False
histidylalanine,-0.06777563691139221,-0.1459217369556427,-1.1063561379932365,157.0,0.34930302389973467,0.9729850399805074,False
succinate,-0.04321596026420593,0.09292366355657578,,103.0,0.34930302389973467,0.9729850399805074,False
(S)-3-hydroxybutyrylcarnitine,0.055666401982307434,0.25909876823425293,-2.218623412647691,103.0,0.34930302389973467,0.9729850399805074,False
octadecanedioylcarnitine (C18-DC)*,-0.19465568661689758,0.08416390419006348,,103.0,0.34930302389973467,0.9729850399805074,False
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",0.10717632621526718,0.0009270114824175835,6.8531831908729295,157.0,0.34930302389973467,0.9729850399805074,False
arabitol/xylitol,0.02723170630633831,0.12239034473896027,-2.1681304576413494,103.0,0.34930302389973467,0.9729850399805074,False
propionylcarnitine (C3),-0.17572236061096191,0.06844157725572586,,103.0,0.34930302389973467,0.9729850399805074,False
N1-methylinosine,-0.09691172093153,-0.14334560930728912,-0.5647546486051105,156.5,0.35585762349598193,0.9729850399805074,False
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,-0.29229819774627686,-0.21795250475406647,0.42342715043422896,104.0,0.36748007910638236,0.9729850399805074,False
N-lactoyl leucine,-0.010958213359117508,0.2393849939107895,,104.0,0.3676652099860518,0.9729850399805074,False
N6-acetyllysine,-6.442796438932419e-05,0.18691028654575348,,104.0,0.36778854364654867,0.9729850399805074,False
guanosine,0.10286097973585129,-0.9609174728393555,,156.0,0.36778854364654867,0.9729850399805074,False
succinylcarnitine (C4-DC),-0.017630187794566154,0.10495436936616898,,104.0,0.36778854364654867,0.9729850399805074,False
1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*,0.2795751094818115,-0.059909939765930176,,156.0,0.36778854364654867,0.9729850399805074,False
gamma-glutamyl-alpha-lysine,0.05267965793609619,0.10117745399475098,-0.9415699568580359,104.0,0.36778854364654867,0.9729850399805074,False
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",0.1154097467660904,-0.14331023395061493,,156.0,0.36778854364654867,0.9729850399805074,False
glucuronide of C10H18O2 (7)*,-1.4197955131530762,-0.7298460006713867,0.9600191708629529,104.5,0.3682920590495694,0.9729850399805074,False
N-acetyl-2-aminoadipate,-0.11945055425167084,-0.4599630534648895,-1.9451044343016235,155.0,0.37544810781544014,0.9729850399805074,False
palmitoloelycholine,-0.2874622046947479,0.10023267567157745,,105.0,0.37544810781544014,0.9729850399805074,False
5-hydroxyindole sulfate,-0.30447638034820557,0.17703193426132202,,105.0,0.3800406043490564,0.9729850399805074,False
taurodeoxycholic acid 3-sulfate,-0.5085337162017822,-0.030810609459877014,4.044844308016569,105.0,0.3831728018390741,0.9729850399805074,False
glycoursodeoxycholic acid sulfate (2),-0.36908602714538574,-0.21643027663230896,0.770054788129669,105.0,0.3831728018390741,0.9729850399805074,False
1-oleyl-2-linoleoyl-GPC (O-18:1/18:2)*,-0.0969494953751564,-0.5558768510818481,-2.519460010822714,155.0,0.38428919599580325,0.9729850399805074,False
2-oleoyl-GPI (18:1)*,-0.2810404300689697,0.01709553599357605,,105.0,0.38515345621166097,0.9729850399805074,False
cholate,-0.4242877960205078,-0.2329724133014679,0.8648840498434264,105.0,0.38515345621166097,0.9729850399805074,False
xanthine,0.03821922093629837,-0.1159791499376297,,155.0,0.3868714529706392,0.9729850399805074,False
5-methylthioadenosine (MTA),0.05836924910545349,0.2357511669397354,-2.013984496404899,105.0,0.3868714529706392,0.9729850399805074,False
dimethylglycine,-0.032615188509225845,0.21006299555301666,,105.0,0.3868714529706392,0.9729850399805074,False
N-oleoyltaurine,0.02116359770298004,0.32519376277923584,-3.9416427762302497,105.0,0.3868714529706392,0.9729850399805074,False
erythronate*,-0.006611054763197899,0.18352319300174713,,105.0,0.3868714529706392,0.9729850399805074,False
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),-0.0224068071693182,-0.04943253844976425,-1.1415239084636526,155.0,0.3868714529706392,0.9729850399805074,False
sphingomyelin (d18:2/23:1)*,0.0205261018127203,-0.17301203310489655,,155.0,0.3868714529706392,0.9729850399805074,False
fibrinopeptide A (8-16)**,-0.029020102694630623,0.17996278405189514,,105.0,0.3868714529706392,0.9729850399805074,False
eicosenedioate (C20:1-DC)*,0.15164291858673096,-0.18898622691631317,,155.0,0.3868714529706392,0.9729850399805074,False
4-methyl-2-oxopentanoate,-0.1502431333065033,0.03239118680357933,,105.0,0.3868714529706392,0.9729850399805074,False
proline,-0.003383082337677479,0.1394091546535492,,105.0,0.3868714529706392,0.9729850399805074,False
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,0.005272712558507919,-0.11679334938526154,,155.0,0.3868714529706392,0.9729850399805074,False
gamma-glutamylleucine,0.09233014285564423,0.10742983967065811,-0.21852114724461622,105.0,0.3868714529706392,0.9729850399805074,False
lignoceroyl sphingomyelin (d18:1/24:0),-0.05880774185061455,0.06847614049911499,,105.0,0.3868714529706392,0.9729850399805074,False
indolelactate,-0.09623052179813385,0.10606299340724945,,105.0,0.3868714529706392,0.9729850399805074,False
3-hydroxyoctanoylcarnitine (2),-0.055046260356903076,-0.29889169335365295,-2.440906344294812,154.5,0.39406703327784176,0.9729850399805074,False
chiro-inositol,-2.6672840118408203,-2.6672840118408203,0.0,140.0,0.3980973158575054,0.9729850399805074,False
5-methyluridine (ribothymidine),-1.050586462020874,-1.050586462020874,0.0,140.0,0.3980973158575054,0.9729850399805074,False
cysteine sulfinic acid,-0.1543552279472351,0.0015060938894748688,,106.0,0.4015019525178116,0.9729850399805074,False
2-oleoylglycerol (18:1),-0.06300380825996399,-0.17083436250686646,-1.4390872567891413,154.0,0.4059416507507515,0.9729850399805074,False
2-arachidonoylglycerol (20:4),-0.05945214629173279,-0.3088202476501465,-2.3769665482737428,154.0,0.4059416507507515,0.9729850399805074,False
3-methylglutarylcarnitine (2),-0.09820663928985596,0.11908018589019775,,106.0,0.40651630221703927,0.9729850399805074,False
stearidonate (18:4n3),-0.07052922248840332,0.14778919517993927,,106.0,0.40651630221703927,0.9729850399805074,False
(16 or 17)-methylstearate (a19:0 or i19:0),-0.05817197263240814,0.21008971333503723,,106.0,0.40654650204566667,0.9729850399805074,False
gamma-glutamylvaline,-4.976987838745117e-05,0.06354009360074997,,106.0,0.40654650204566667,0.9729850399805074,False
dihomo-linolenoyl-choline,-0.01528104580938816,0.11289319396018982,,106.0,0.40654650204566667,0.9729850399805074,False
mannose,0.04981343820691109,-0.1056208536028862,,154.0,0.40654650204566667,0.9729850399805074,False
"bilirubin degradation product, C17H18N2O4 (3)**",0.25242266058921814,0.0217956081032753,3.5337320633472453,154.0,0.40654650204566667,0.9729850399805074,False
1-methyl-4-imidazoleacetate,0.035470448434352875,0.17640775442123413,-2.314224501381084,106.0,0.40654650204566667,0.9729850399805074,False
"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",-0.047689564526081085,0.015216684900224209,,106.0,0.40654650204566667,0.9729850399805074,False
N-acetylisoleucine,-0.18278485536575317,0.0730358362197876,,106.5,0.4078387049375054,0.9729850399805074,False
4-imidazoleacetate,-0.18384329974651337,-0.37121450901031494,-1.0137765022377876,106.5,0.41406905464038435,0.9729850399805074,False
HWESASXX*,-0.3642130494117737,-0.6928144693374634,-0.9276864474097514,153.0,0.4181071670129094,0.9729850399805074,False
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,-1.254461407661438,-1.254461407661438,0.0,151.0,0.4187563022098394,0.9729850399805074,False
phenol glucuronide,-0.5606789588928223,-0.5606789588928223,0.0,111.0,0.42312359806259336,0.9729850399805074,False
sucrose,-1.6197078227996826,-1.6197078227996826,0.0,110.0,0.42320330980228893,0.9729850399805074,False
linoleamide (18:2n6),0.09787967056035995,-0.016765791922807693,,153.0,0.4262107885255635,0.9729850399805074,False
caproate (6:0),0.09832683205604553,0.20857226848602295,-1.0848902835901908,107.0,0.42680677904352826,0.9729850399805074,False
1-(1-enyl-oleoyl)-GPE (P-18:1)*,-0.016970926895737648,-0.02176334708929062,-0.3588350922473875,107.0,0.42680677904352826,0.9729850399805074,False
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,-0.18296021223068237,-0.12639346718788147,0.5336080468606891,107.0,0.42680677904352826,0.9729850399805074,False
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",-0.07136665284633636,0.2091488093137741,,107.0,0.42680677904352826,0.9729850399805074,False
fibrinopeptide A (2-15)**,-3.9380392991006374e-07,0.11870639026165009,,107.0,0.42680677904352826,0.9729850399805074,False
guanidinoacetate,-0.06629642844200134,0.04392790049314499,,107.0,0.42680677904352826,0.9729850399805074,False
undecenoylcarnitine (C11:1),0.048858679831027985,0.2626715302467346,-2.4265730520883886,107.0,0.42680677904352826,0.9729850399805074,False
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,-0.08195692300796509,-0.024643925949931145,1.7336337191322804,107.0,0.42680677904352826,0.9729850399805074,False
eicosenoate (20:1),-0.039085935801267624,0.01729581505060196,,107.0,0.42680677904352826,0.9729850399805074,False
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",0.04103226214647293,0.09452065080404282,-1.2038708672280045,107.0,0.42680677904352826,0.9729850399805074,False
palmitamide (16:0),0.16579368710517883,-0.039002422243356705,,153.0,0.42680677904352826,0.9729850399805074,False
"sphingomyelin (d18:0/20:0, d16:0/22:0)*",0.025662865489721298,0.25919434428215027,-3.3362800589436152,107.0,0.42680677904352826,0.9729850399805074,False
1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,-9.49702225625515e-05,0.14142346382141113,,107.0,0.42680677904352826,0.9729850399805074,False
docosatrienoate (22:3n6)*,-0.9021571278572083,-0.9021571278572083,0.0,149.0,0.43613375577202806,0.9729850399805074,False
"1,2-dilinoleoyl-GPE (18:2/18:2)*",-0.5818662047386169,-0.3199390769004822,0.8628902439059413,108.0,0.4366950973483913,0.9729850399805074,False
N-acetylglucosamine/N-acetylgalactosamine,-0.28947335481643677,-0.02250637672841549,3.685024841292486,108.0,0.4366950973483913,0.9729850399805074,False
suberoylcarnitine (C8-DC),-0.13960152864456177,0.1601581573486328,,107.5,0.4368585353960275,0.9729850399805074,False
2-hydroxyglutarate,0.12664510309696198,0.005647867918014526,4.4869411098612675,152.0,0.44752675841893164,0.9729850399805074,False
tyramine O-sulfate,0.041014134883880615,-0.3013142943382263,,152.0,0.44752675841893164,0.9729850399805074,False
N-stearoyl-sphinganine (d18:0/18:0)*,-0.01522574108093977,0.21242591738700867,,108.0,0.44761446085450896,0.9729850399805074,False
5-dodecenoylcarnitine (C12:1),-0.001254111179150641,0.19684498012065887,,108.0,0.44761446085450896,0.9729850399805074,False
stearoylcholine*,-0.027494577690958977,-2.0496314391493797e-05,10.389573935252713,108.0,0.44764368588154513,0.9729850399805074,False
ribonate,0.023260831832885742,0.08069165050983429,-1.7945167052510724,108.0,0.44764368588154513,0.9729850399805074,False
arginine,-0.041927456855773926,0.02204449474811554,,108.0,0.44764368588154513,0.9729850399805074,False
linoleoylcholine*,-0.11025865375995636,0.056548476219177246,,108.0,0.44764368588154513,0.9729850399805074,False
1-linoleoyl-GPI (18:2)*,-0.027687275782227516,0.004347730427980423,,108.0,0.44764368588154513,0.9729850399805074,False
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,0.014585139229893684,-0.07289230823516846,,152.0,0.44764368588154513,0.9729850399805074,False
pro-hydroxy-pro,0.040633343160152435,-0.04368813335895538,,152.0,0.44764368588154513,0.9729850399805074,False
myristate (14:0),0.08433324098587036,0.13931401073932648,-0.7241670512637938,108.0,0.44764368588154513,0.9729850399805074,False
N-acetylputrescine,0.041054435074329376,-0.10831163823604584,,152.0,0.44764368588154513,0.9729850399805074,False
3-hydroxy-3-methylglutarate,0.06181586533784866,0.1406444013118744,-1.186003057189615,108.0,0.44764368588154513,0.9729850399805074,False
margarate (17:0),0.08079595118761063,0.05755677819252014,0.48929716053781075,108.0,0.44764368588154513,0.9729850399805074,False
"fibrinopeptide A, des-ala(1)*",0.0686064064502716,0.20062382519245148,-1.5480777364531182,108.0,0.44764368588154513,0.9729850399805074,False
1-stearoyl-GPE (18:0),0.1072041392326355,-0.05573746934533119,,152.0,0.44764368588154513,0.9729850399805074,False
delta-CEHC,-0.6485579013824463,-0.8423632383346558,-0.37720709709108535,151.0,0.44847696376872515,0.9729850399805074,False
alpha-CEHC sulfate,-0.39612942934036255,0.16832050681114197,,109.0,0.46264181236197655,0.9729850399805074,False
acetoacetate,-0.30317386984825134,0.11020128428936005,,109.0,0.46264181236197655,0.9729850399805074,False
ursocholate,-0.7659896612167358,-0.7659896612167358,0.0,117.0,0.4628721093784893,0.9729850399805074,False
N-succinyl-phenylalanine,-0.22533538937568665,-0.17729559540748596,0.34591721419667987,109.0,0.46558139475905225,0.9729850399805074,False
docosahexaenoylcarnitine (C22:6)*,-1.0452725887298584,-0.05378427729010582,4.280550920558277,110.0,0.46661411446098056,0.9729850399805074,False
"N2-acetyl,N6-methyllysine",-0.19481708109378815,-0.4191499650478363,-1.105346334527052,151.0,0.4666280668484454,0.9729850399805074,False
cystathionine,-0.45491451025009155,0.15555384755134583,,109.0,0.4674379683628327,0.9729850399805074,False
glyco-beta-muricholate**,-0.19421489536762238,0.0062517523765563965,,109.0,0.4684739469558221,0.9729850399805074,False
"N,N-dimethyl-pro-pro",0.08942699432373047,-0.03442515805363655,,151.0,0.4690469217779104,0.9729850399805074,False
"cys-gly, oxidized",0.06742560863494873,0.11382773518562317,-0.7554835811633628,109.0,0.4690469217779104,0.9729850399805074,False
hexadecadienoate (16:2n6),-0.013332356698811054,0.3068947196006775,,109.0,0.4690469217779104,0.9729850399805074,False
1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,-0.005750798620283604,-0.09141841530799866,-3.9906506104100603,151.0,0.4690469217779104,0.9729850399805074,False
adrenate (22:4n6),-0.042303796857595444,0.28535404801368713,,109.0,0.4690469217779104,0.9729850399805074,False
dihomo-linoleoylcarnitine (C20:2)*,-0.07413247227668762,-0.19130730628967285,-1.3677144440606255,151.0,0.4690469217779104,0.9729850399805074,False
1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,-0.00010059308260679245,0.06365390866994858,,151.0,0.4690469217779104,0.9729850399805074,False
carotene diol (1),-0.10931430011987686,0.019160067662596703,,109.0,0.4690469217779104,0.9729850399805074,False
"1,2-dipalmitoyl-GPC (16:0/16:0)",0.0229080468416214,0.04781815782189369,-1.0617040899543708,109.0,0.4690469217779104,0.9729850399805074,False
2-hydroxypalmitate,-0.07000528275966644,-0.01175434049218893,2.5742702103564823,109.0,0.4690469217779104,0.9729850399805074,False
spermidine,0.050760991871356964,-0.0582989864051342,,151.0,0.4690469217779104,0.9729850399805074,False
"N2,N2-dimethylguanosine",-3.6784913390874863e-06,-0.03623437136411667,-13.26599626626917,151.0,0.4690469217779104,0.9729850399805074,False
1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),-0.01827067695558071,-0.08719421923160553,-2.254702408241343,151.0,0.4690469217779104,0.9729850399805074,False
trimethylamine N-oxide,-0.030988339334726334,0.1293862760066986,,109.0,0.4690469217779104,0.9729850399805074,False
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",0.03480125963687897,-0.11811039596796036,,151.0,0.4690469217779104,0.9729850399805074,False
methionine sulfoxide,0.00926888920366764,0.1293419897556305,-3.8026504302842823,109.0,0.4690469217779104,0.9729850399805074,False
"3,4-dihydroxybutyrate",-1.043686643242836e-05,0.10908354818820953,,109.0,0.4690469217779104,0.9729850399805074,False
myristoylcarnitine (C14),-0.01103499997407198,0.001593281514942646,,109.0,0.4690469217779104,0.9729850399805074,False
"5alpha-androstan-3beta,17alpha-diol disulfate",-0.8734545707702637,-0.6382742524147034,0.45255621761949133,110.0,0.47091990727370814,0.9729850399805074,False
N4-acetylcytidine,0.015220465138554573,-0.23765625059604645,,150.5,0.4789653271962646,0.9729850399805074,False
2-hydroxyphenylacetate,-0.4467734694480896,-0.06988902390003204,2.676405716529313,110.0,0.4828361969869016,0.9729850399805074,False
N-acetylhistidine,-0.5001599788665771,-0.5001599788665771,0.0,146.0,0.48814413592894756,0.9729850399805074,False
1-nonadecenoyl-GPC (19:1)*,-0.4161551594734192,0.011970389634370804,,110.0,0.48864516777278577,0.9729850399805074,False
gamma-glutamylcitrulline*,-0.11546451598405838,-0.5644673109054565,-2.289440478466309,150.0,0.48943520267149154,0.9729850399805074,False
alpha-CEHC glucuronide*,-0.7922135591506958,-0.34498393535614014,1.1993602117646704,111.0,0.4897755561109186,0.9729850399805074,False
threonylphenylalanine,-0.21435323357582092,-0.3718114495277405,-0.79458101668615,150.0,0.4904456638078384,0.9729850399805074,False
tetrahydrocortisone glucuronide (5),-0.038503408432006836,0.12687377631664276,,110.0,0.4908928581084314,0.9729850399805074,False
pantoate,-0.00456557422876358,0.07747939974069595,,110.0,0.4908928581084314,0.9729850399805074,False
1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*,0.009846840053796768,0.0007043615914881229,3.805272486943736,150.0,0.49100447494643173,0.9729850399805074,False
3-methylglutaconate,0.11290686577558517,0.06569251418113708,0.7813323305023744,110.0,0.49100447494643173,0.9729850399805074,False
3-hydroxylaurate,-0.00022484175860881805,0.26317036151885986,,110.0,0.49100447494643173,0.9729850399805074,False
dodecanedioate (C12-DC),0.1807047724723816,0.18252357840538025,-0.014448234688403418,110.0,0.49100447494643173,0.9729850399805074,False
arachidonoylcholine,-0.07948876172304153,0.010810215026140213,,110.0,0.49100447494643173,0.9729850399805074,False
trigonelline (N'-methylnicotinate),0.0043349191546440125,0.3258134424686432,-6.231897197264868,110.0,0.49100447494643173,0.9729850399805074,False
glycoursodeoxycholate,0.11894197762012482,-0.5567817687988281,,150.0,0.49100447494643173,0.9729850399805074,False
adenine,-0.018855903297662735,-0.1352054923772812,-2.8420655952070564,150.0,0.49100447494643173,0.9729850399805074,False
urate,0.08122745156288147,-0.006722325459122658,,150.0,0.49100447494643173,0.9729850399805074,False
lignoceroylcarnitine (C24)*,-0.2480868697166443,0.0719095915555954,,110.0,0.49100447494643173,0.9729850399805074,False
heptanoate (7:0),0.0722624808549881,0.18310904502868652,-1.3413843662929732,110.0,0.49100447494643173,0.9729850399805074,False
2-hydroxybehenate,-0.030678600072860718,0.10328474640846252,,110.0,0.49100447494643173,0.9729850399805074,False
orotidine,0.007751123514026403,0.10702667385339737,-3.787421129299696,110.0,0.49100447494643173,0.9729850399805074,False
1-dihomo-linoleoyl-GPC (20:2)*,-0.05870645120739937,-0.21802754700183868,-1.8929194738564608,150.0,0.49100447494643173,0.9729850399805074,False
mead acid (20:3n9),-0.039494387805461884,0.056586794555187225,,110.0,0.49100447494643173,0.9729850399805074,False
malate,-0.0001093987375497818,0.04133889079093933,,110.0,0.49100447494643173,0.9729850399805074,False
1-stearoyl-2-oleoyl-GPS (18:0/18:1),0.056150391697883606,-0.07878167927265167,,150.0,0.49100447494643173,0.9729850399805074,False
glycerophosphoserine*,-0.8718419075012207,-0.8718419075012207,0.0,115.5,0.49690584756476797,0.9729850399805074,False
1-(1-enyl-oleoyl)-GPC (P-18:1)*,-0.4985657334327698,-0.5588680505752563,-0.1647239718657391,149.5,0.4975856856204497,0.9729850399805074,False
gamma-glutamyl-2-aminobutyrate,-0.29048746824264526,0.0299289021641016,,110.5,0.49986016782619613,0.9729850399805074,False
estrone 3-sulfate,-0.585172176361084,-0.6260343790054321,-0.09738071154410069,148.0,0.5034279054908866,0.9729850399805074,False
N-acetylcitrulline,-0.818152904510498,-0.866354763507843,-0.08258742148035467,148.0,0.5034279054908866,0.9729850399805074,False
alpha-CEHC,-0.8966691493988037,-0.5820615291595459,0.6234040945424352,112.0,0.5034279054908866,0.9729850399805074,False
